"Player","Team","Position","Rk","Status","Opponent","Salary","Score","% Owned","+/-","GP","MIN","FGM","FGA","FG%","FTM","FTA","FT%","3PTM","REB","AST","ST","BLK","TO","PTS"
"Derrick Caracter","LAL","PF,F,Flx","746","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Phillip Carr","NY","PF,F,Flx","747","FA","@POR Tue 10:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeffrey Carroll","LAL","SG,G,Flx","748","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Carroll","NO","SG,G,SF,F,Flx","749","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Chase","MIA","PG,SG,G,Flx","750","FA","ATL Tue 8:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Chenowith","NO","C,Flx","751","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Cherry","GS","PG,G,Flx","752","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Patrick Christopher","UTA","SG,G,Flx","753","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Coty Clarke","BOS","SF,F,Flx","754","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Victor Claver","DEN","SG,G,SF,F,Flx","755","FA","@PHI Tue 8:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Speedy Claxton","GS","PG,G,Flx","756","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Antonius Cleveland","DAL","SG,G,Flx","757","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Collinsworth","(N/A)","SG,G,Flx","758","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Will Conroy","MIN","PG,SG,G,Flx","759","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elgin Cook","GS","SF,F,Flx","760","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Derek Cooke Jr.","PHO","PF,F,Flx","761","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Charles Cooke","MIA","SG,G,Flx","762","FA","ATL Tue 8:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryce Cotton","MEM","PG,G,Flx","763","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jaleel Cousins","GS","C,Flx","764","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Craft","GS","PG,G,Flx","765","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Crawford","MEM","SG,G,Flx","766","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Crawford","TOR","SG,G,Flx","767","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mitch Creek","(N/A)","SG,G,Flx","768","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Cunningham","MIL","PG,SG,G,Flx","769","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eddy Curry","DAL","C,Flx","770","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Davies","BKN","PF,F,Flx","771","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Davis","MEM","PF,F,Flx","772","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Paul Davis","WAS","PF,F,C,Flx","773","FA","@CHA Tue 7:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ricky Davis","LAC","SG,G,SF,F,Flx","774","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andre Dawkins","BOS","SG,G,Flx","775","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Branden Dawson","ORL","SF,PF,F,Flx","776","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Willie Deane","WAS","PG,SG,G,Flx","777","FA","@CHA Tue 7:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryce Dejean-Jones","NO","PG,SG,G,Flx","778","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Delfino","LAC","SG,G,SF,F,Flx","779","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Dentmon","DAL","PG,G,Flx","780","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Guillermo Diaz","LAC","PG,SG,G,Flx","781","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Dixon","BOS","SG,G,Flx","782","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joey Dorsey","DEN","PF,F,C,Flx","783","FA","@PHI Tue 8:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Quincy Douby","TOR","PG,SG,G,Flx","784","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Toney Douglas","MEM","PG,SG,G,Flx","785","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcus Douthit","LAC","C,Flx","786","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Milton Doyle","(N/A)","PG,G,Flx","787","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robert Dozier","MIA","SF,PF,F,Flx","788","FA","ATL Tue 8:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Larry Drew II","NO","PG,G,Flx","789","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Duhon","LAL","PG,G,Flx","790","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Duje Dukan","SAC","SF,F,Flx","791","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kellen Dunham","MEM","SG,G,Flx","792","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ronald Dupree","MEM","SF,F,Flx","793","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cleanthony Early","NY","SF,F,Flx","794","FA","@POR Tue 10:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Devin Ebanks","DAL","SG,G,SF,F,Flx","795","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jarell Eddie","CHI","SG,G,Flx","796","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Edwards","MIN","C,Flx","797","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Melvin Ejim","ORL","SF,PF,F,Flx","798","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Ellis","POR","SF,PF,F,Flx","799","FA","NY Tue 10:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Keenan Evans","DET","PG,G,Flx","800","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Festus Ezeli","POR","C,Flx","801","FA","NY Tue 10:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C.J. Fair","CHI","PF,F,Flx","802","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Farmar","SAC","PG,G,Flx","803","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vitor Faverani","BOS","C,Flx","804","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carrick Felix","WAS","SG,G,SF,F,Flx","805","FA","@CHA Tue 7:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyrylo Fesenko","MIN","C,Flx","806","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kimani Ffriend","LAC","C,Flx","807","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gerald Fitch","DET","PG,SG,G,Flx","808","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gary Flowers","GS","SF,PF,F,Flx","809","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonny Flynn","DET","PG,G,Flx","810","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gary Forbes","BKN","SG,G,SF,F,Flx","811","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Courtney Fortson","LAC","PG,SG,G,Flx","812","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Richie Frahm","LAC","SG,G,Flx","813","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jamaal Franklin","DEN","SG,G,SF,F,Flx","814","FA","@PHI Tue 8:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trey Freeman","DET","PG,G,Flx","815","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tony Gaffney","MEM","PF,F,Flx","816","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sundiata Gaines","IND","PG,SG,G,Flx","817","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hassani Gravett","(N/A)","PG,G,Flx","818","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Hamilton","(N/A)","SF,F,Flx","819","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dusty Hannahs","(N/A)","PG,G,Flx","820","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Harrison","(N/A)","PG,G,Flx","821","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"William Howard","(N/A)","SF,F,Flx","822","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Huestis","SA","SF,F,Flx","823","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andre Ingram","LAL","SG,G,Flx","824","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stefan Jankovic","(N/A)","PF,F,Flx","825","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ognen Jaramaz","NY","PG,G,Flx","826","FA","@POR Tue 10:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Livio Jean-Charles","(N/A)","SF,PF,F,Flx","827","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"B.J. Johnson","ORL","SF,F,Flx","828","FA","","1.00","1.17","0%","0%","1","2.6","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Dakari Johnson","(N/A)","C,Flx","829","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peter Jok","PHO","PG,G,Flx","830","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stanton Kidd","(N/A)","PF,F,Flx","831","FA","","1.00","1.55","0%","-0.1%","4","3.8","0.0","0.8",".000","0.0","0.0","0","0.0","0.8","0.3","0.0","0.0","0.5","0.0"
"George King","(N/A)","SG,G,Flx","832","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"V.J. King","(N/A)","SG,G,Flx","833","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christ Koumadje","(N/A)","C,Flx","834","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shane Larkin","(N/A)","PG,G,Flx","835","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vic Law","(N/A)","PG,G,Flx","836","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dedric Lawson","(N/A)","SF,PF,F,Flx","837","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Lofton","DET","SG,G,Flx","838","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shawn Long","(N/A)","PF,F,C,Flx","839","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J.P. Macura","(N/A)","SG,G,Flx","840","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dakota Mathias","(N/A)","PG,G,Flx","841","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kennedy Meeks","TOR","C,Flx","842","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Mickey","(N/A)","PF,F,C,Flx","843","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Moreland","(N/A)","PF,F,Flx","844","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Donatas Motiejunas","(N/A)","PF,F,C,Flx","845","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lucas Nogueira","(N/A)","PF,F,C,Flx","846","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Nunnally","HOU","SF,F,Flx","847","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jermaine O'Neal","(N/A)","C,Flx","848","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Paul","SA","SG,G,Flx","849","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L.J. Peak","BOS","SG,G,Flx","850","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kendrick Perkins","(N/A)","C,Flx","851","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alec Peters","(N/A)","PF,F,Flx","852","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Isaiah Pineiro","(N/A)","SG,G,Flx","853","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tayshaun Prince","(N/A)","SF,PF,F,Flx","854","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Richards","(N/A)","PF,F,C,Flx","855","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Scalabrine","(N/A)","PF,F,C,Flx","856","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Renaldas Seibutis","LAC","PG,SG,G,Flx","857","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ramon Sessions","(N/A)","PG,SG,G,Flx","858","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Smith","NO","PF,F,C,Flx","859","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edy Tavares","(N/A)","C,Flx","860","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Milos Teodosic","LAC","PG,SG,G,Flx","861","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Emanuel Terry","MIA","PF,F,Flx","862","FA","ATL Tue 8:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Melo Trimble","MIN","PG,G,Flx","863","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sasha Vujacic","(N/A)","SG,G,Flx","864","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Maalik Wayns","DAL","PG,SG,G,Flx","865","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Wear","LAL","PF,F,Flx","866","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Okaro White","WAS","PF,F,Flx","867","FA","@CHA Tue 7:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lindell Wigginton","(N/A)","PG,G,Flx","868","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Metta World Peace","(N/A)","SF,PF,F,Flx","869","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rade Zagorac","(N/A)","SF,F,Flx","870","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ronnie Aguilar","(N/A)","C,Flx","871","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lance Allred","(N/A)","C,Flx","872","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Anderson","(N/A)","SG,G,SF,F,Flx","873","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Braian Angola-Rodas","(N/A)","SG,G,Flx","874","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darion Atkins","(N/A)","PF,F,Flx","875","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yudai Baba","(N/A)","SF,F,Flx","876","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ondrej Balvin","(N/A)","C,Flx","877","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Barnett","(N/A)","SF,F,Flx","878","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyus Battle","(N/A)","SG,G,Flx","879","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kavell Bigby-Williams","(N/A)","C,Flx","880","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bennie Boatwright","(N/A)","PF,F,Flx","881","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Bonner","(N/A)","PF,F,C,Flx","882","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Phil Booth","(N/A)","PG,G,Flx","883","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carlos Boozer","(N/A)","PF,F,C,Flx","884","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Bosh","(N/A)","PF,F,C,Flx","885","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Brown","(N/A)","SF,F,Flx","886","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lorenzo Brown","TOR","PG,G,Flx","887","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Markel Brown","(N/A)","SG,G,Flx","888","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deonte Burton","(N/A)","PG,G,Flx","889","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Calderon","(N/A)","PG,G,Flx","890","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Perrion Callandret","(N/A)","PG,G,Flx","891","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcus Camby","(N/A)","PF,F,C,Flx","892","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Devin Cannady","(N/A)","PG,G,Flx","893","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sampson Carter","(N/A)","PF,F,Flx","894","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tweety Carter","(N/A)","PG,G,Flx","895","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Warren Carter","(N/A)","SF,PF,F,Flx","896","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Casey","(N/A)","PF,F,Flx","897","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mario Chalmers","(N/A)","PG,SG,G,Flx","898","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Chealey","(N/A)","PG,G,Flx","899","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rakeem Christmas","(N/A)","PF,F,Flx","900","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Norris Cole","(N/A)","PG,SG,G,Flx","901","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack Cooley","(N/A)","PF,F,C,Flx","902","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Copeland","(N/A)","SF,PF,F,Flx","903","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Matt Costello","(N/A)","PF,F,Flx","904","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
